eventdate,buyer_initials,buyer_name,account_currency,account_id,account_name,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,job_type,first_budget,fb_clicks_all,fb_impressions,fb_leads,fb_link_click,fb_spend,rev_clicks,gross_revenue,net_revenue,buy_side_ctr,roas,rpc,buy_side_cpm,cpc,rpp,cpp,contrib,budget_type,status,devices,countries,network,age_max,age_min,facebook_positions,locales
2024-01-20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,100,9,56,4,8,1.62,5,1.7555555555555555,1.58,0.160714,0.9753086419753086,0.17555555555555558,28.928571429,0.18,0.316,0.324,-0.040000000000000036,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-21,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,100,9,76,2,10,1.93,3,1.0,0.9,0.118421,0.4663212435233161,0.1,25.394736842,0.214444444444,0.3,0.643333333333,-1.0299999999999998,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-22,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,100,13,75,5,14,1.91,6,1.4666666666666666,1.32,0.173333,0.6910994764397906,0.10153846153846155,25.466666667,0.146923076923,0.22,0.318333333333,-0.5899999999999999,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-23,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,100,16,63,6,15,1.1,9,2.466666666666667,2.22,0.253968,2.018181818181818,0.13875,17.46031746,0.06875,0.2466666666666667,0.122222222222,1.12,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-24,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,100,13,99,3,11,1.81,12,1.1888888888888889,1.07,0.131313,0.5911602209944752,0.08230769230769232,18.282828283,0.139230769231,0.08916666666666667,0.150833333333,-0.74,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-25,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,100,17,140,7,17,3.59,9,2.111111111111111,1.9,0.121429,0.5292479108635098,0.11176470588235293,25.642857143,0.211176470588,0.2111111111111111,0.398888888889,-1.69,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-26,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732424650410,batch_01|TEST_5|20240117|Ad1,120203732422100410,batch_01|TEST_5|20240117|Adset1,120203732421540410,batch_01|TEST_5|20240117|Best Cream For Deep Wrinkles,final,100,10,72,5,10,1.68,8,1.1555555555555554,1.04,0.138889,0.6190476190476191,0.10400000000000001,23.333333333,0.168,0.13,0.21,-0.6399999999999999,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-18,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,119,5,107,3,5,1.81,2,2.0555555555555554,1.8499999999999999,0.046729,1.022099447513812,0.37,16.91588785,0.362,0.9249999999999999,0.905,0.039999999999999813,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,119,12,87,3,12,1.81,6,3.2666666666666666,2.94,0.137931,1.6243093922651932,0.245,20.804597701,0.150833333333,0.49,0.301666666667,1.13,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-21,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,119,6,94,3,7,1.98,4,2.3777777777777778,2.14,0.06383,1.0808080808080809,0.3566666666666667,21.063829787,0.33,0.535,0.495,0.16000000000000014,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-22,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,119,15,116,2,10,2.64,4,2.088888888888889,1.8800000000000001,0.12931,0.7121212121212122,0.12533333333333335,22.75862069,0.176,0.47000000000000003,0.66,-0.76,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-23,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,119,10,142,5,9,3.769997,3,1.9333333333333331,1.74,0.070423,0.4615388288107391,0.174,26.549274648,0.3769997,0.58,1.256665666667,-2.029997,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-24,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425100410,batch_01|TEST_5|20240117|Ad1,120203732421730410,batch_01|TEST_5|20240117|Adset1,120203732421600410,batch_01|TEST_5|20240117|Weight Loss Shots,final,119,7,89,1,8,1.88,3,2.0888888888888886,1.88,0.078652,1.0,0.26857142857142857,21.123595506,0.268571428571,0.6266666666666666,0.626666666667,0.0,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-18,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,18,82,13,16,1.85,17,5.2555555555555555,4.7299999999999995,0.219512,2.5567567567567564,0.2627777777777778,22.56097561,0.102777777778,0.278235294117647,0.108823529412,2.8799999999999994,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-19,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,16,88,5,16,1.74,9,3.322222222222222,2.9899999999999998,0.181818,1.718390804597701,0.18687499999999999,19.772727273,0.10875,0.3322222222222222,0.193333333333,1.2499999999999998,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-20,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,10,95,3,9,1.77,4,1.577777777777778,1.42,0.105263,0.8022598870056497,0.142,18.631578947,0.177,0.355,0.4425,-0.3500000000000001,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-21,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,24,133,11,22,2.04,16,6.044444444444444,5.44,0.180451,2.666666666666667,0.22666666666666668,15.338345865,0.085,0.34,0.1275,3.4000000000000004,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-22,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,26,189,7,26,2.83,11,2.855555555555555,2.57,0.137566,0.9081272084805653,0.09884615384615383,14.973544974,0.108846153846,0.23363636363636361,0.257272727273,-0.26000000000000023,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-23,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,39,283,14,36,3.64,15,5.022222222222222,4.52,0.137809,1.2417582417582416,0.11589743589743588,12.862190813,0.093333333333,0.3013333333333333,0.242666666667,0.8799999999999994,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-24,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,55,332,27,54,5.82,34,8.733333333333333,7.86,0.165663,1.3505154639175259,0.1429090909090909,17.530120482,0.105818181818,0.23117647058823532,0.171176470588,2.04,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-25,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,117,746,58,110,12.41,97,26.244444444444444,23.62,0.156836,1.903303787268332,0.2018803418803419,16.63538874,0.106068376068,0.24350515463917527,0.12793814433,11.21,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-26,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,223,1400,92,208,23.5,161,38.33333333333333,34.5,0.159286,1.4680851063829787,0.1547085201793722,16.785714286,0.105381165919,0.21428571428571427,0.145962732919,11.0,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-27,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,427,2976,213,403,51.3,267,66.66666666666667,60.0,0.143481,1.169590643274854,0.1405152224824356,17.237903226,0.120140515222,0.2247191011235955,0.192134831461,8.700000000000003,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-28,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,922,6320,344,770,109.840002,515,139.38888888888889,125.45,0.145886,1.1421157840110019,0.13606290672451193,17.379747152,0.11913232321,0.24359223300970875,0.213281557282,15.609998000000004,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-29,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,1206,9052,379,874,145.95,529,145.7111111111111,131.14000000000001,0.13323,0.8985268927714972,0.10873963515754562,16.123508617,0.121019900498,0.24790170132325146,0.275897920605,-14.809999999999974,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-30,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,857,5705,342,761,123.39,538,140.48888888888888,126.44,0.150219,1.024718372639598,0.14753792298716453,21.628396144,0.143978996499,0.2350185873605948,0.229349442379,3.049999999999997,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-01-31,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,573,4016,234,503,77.12,340,87.1,78.39,0.142679,1.0164678423236515,0.13680628272251308,19.203187251,0.134589877836,0.23055882352941176,0.226823529412,1.269999999999996,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-02-01,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,786,5197,292,675,102.429999,453,129.87777777777777,110.39611111111111,0.151241,1.0777712797899286,0.14045306757138817,19.709447566,0.130318064885,0.2437000245278391,0.226114788079,7.966112111111116,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
2024-02-02,GN,Golden Nuggets,USD,7150655894950781,fw84 - FB SCMT 1016 GN (America/Los_Angeles),120203732425110410,batch_01|TEST_5|20240117|Ad1,120203732421750410,batch_01|TEST_5|20240117|Adset1,120203732421660410,batch_01|TEST_5|20240117|Remove Wrinkles From Face,final,188,784,5279,323,655,118.56,438,146.0,124.1,0.148513,1.0467273954116059,0.1582908163265306,22.458799015,0.151224489796,0.2833333333333333,0.270684931507,5.539999999999992,DAILY,PAUSED,"[""mobile""]","[""US""]","[""facebook""]",65,22,"[""feed"",""biz_disco_feed"",""facebook_reels"",""facebook_reels_overlay"",""video_feeds"",""instream_video"",""marketplace"",""story"",""search""]","[24,6]"
